2026-01-13T00:15:08+00:00 | unclear | long=0.416141 short=0.583475 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-13 00:00:00 close=0.008385
2026-01-13T00:30:07+00:00 | unclear | long=0.151540 short=0.848206 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-13 00:15:00 close=0.008408
2026-01-13T00:45:08+00:00 | unclear | long=0.158224 short=0.841515 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-13 00:30:00 close=0.008399
2026-01-13T01:00:07+00:00 | unclear | long=0.202128 short=0.797580 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-13 00:45:00 close=0.008413
2026-01-13T01:15:08+00:00 | unclear | long=0.237337 short=0.762348 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-13 01:00:00 close=0.008446
2026-01-13T01:30:08+00:00 | unclear | long=0.216286 short=0.783418 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-13 01:15:00 close=0.008424
2026-01-13T01:45:06+00:00 | unclear | long=0.311233 short=0.688420 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-13 01:30:00 close=0.008387
2026-01-13T02:00:11+00:00 | unclear | long=0.393080 short=0.606543 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-13 01:45:00 close=0.008405
2026-01-13T02:15:10+00:00 | unclear | long=0.383691 short=0.615922 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-13 02:00:00 close=0.008443
2026-01-13T02:30:05+00:00 | unclear | long=0.280196 short=0.719464 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-13 02:15:00 close=0.008429
