2026-09-05T00:15:13+00:00 | unclear | long=0.485842 short=0.514158 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 00:00:00 close=0.005231
2026-09-05T00:30:11+00:00 | unclear | long=0.393101 short=0.606899 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 00:15:00 close=0.005227
2026-09-05T00:45:13+00:00 | unclear | long=0.422641 short=0.577359 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 00:30:00 close=0.005223
2026-09-05T01:00:29+00:00 | unclear | long=0.535700 short=0.464300 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 00:45:00 close=0.005214
2026-09-05T01:15:13+00:00 | unclear | long=0.642799 short=0.357201 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 01:00:00 close=0.005221
2026-09-05T01:30:16+00:00 | unclear | long=0.668787 short=0.331213 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 01:15:00 close=0.005229
2026-09-05T01:45:13+00:00 | unclear | long=0.651101 short=0.348899 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 01:30:00 close=0.005229
2026-09-05T02:00:17+00:00 | unclear | long=0.654639 short=0.345361 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 01:45:00 close=0.005221
2026-09-05T02:15:12+00:00 | unclear | long=0.652117 short=0.347883 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 02:00:00 close=0.005230
2026-09-05T02:30:13+00:00 | unclear | long=0.554904 short=0.445096 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 02:15:00 close=0.005233
2026-09-05T02:45:11+00:00 | unclear | long=0.696690 short=0.303310 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 02:30:00 close=0.005242
2026-09-05T03:00:15+00:00 | unclear | long=0.688357 short=0.311643 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 02:45:00 close=0.005252
2026-09-05T03:15:09+00:00 | unclear | long=0.603907 short=0.396093 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 03:00:00 close=0.005242
2026-09-05T03:30:12+00:00 | unclear | long=0.564935 short=0.435065 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 03:15:00 close=0.005253
2026-09-05T03:45:11+00:00 | unclear | long=0.450772 short=0.549228 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 03:30:00 close=0.005253
2026-09-05T04:00:13+00:00 | unclear | long=0.456488 short=0.543512 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 03:45:00 close=0.005253
2026-09-05T04:15:18+00:00 | unclear | long=0.332206 short=0.667794 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 04:00:00 close=0.005254
2026-09-05T04:30:12+00:00 | unclear | long=0.394335 short=0.605665 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 04:15:00 close=0.005266
2026-09-05T04:45:11+00:00 | unclear | long=0.527974 short=0.472026 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 04:30:00 close=0.005275
2026-09-05T05:00:15+00:00 | unclear | long=0.635829 short=0.364171 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 04:45:00 close=0.005285
2026-09-05T05:15:12+00:00 | unclear | long=0.594711 short=0.405289 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 05:00:00 close=0.005288
2026-09-05T05:30:12+00:00 | unclear | long=0.621402 short=0.378598 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 05:15:00 close=0.005301
2026-09-05T05:45:11+00:00 | unclear | long=0.604796 short=0.395204 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 05:30:00 close=0.005304
2026-09-05T06:00:18+00:00 | unclear | long=0.630205 short=0.369795 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 05:45:00 close=0.005321
2026-09-05T06:15:12+00:00 | unclear | long=0.591375 short=0.408625 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 06:00:00 close=0.005347
2026-09-05T06:30:13+00:00 | unclear | long=0.755277 short=0.244723 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 06:15:00 close=0.005408
2026-09-05T06:45:11+00:00 | unclear | long=0.502551 short=0.497449 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 06:30:00 close=0.005395
2026-09-05T07:00:16+00:00 | unclear | long=0.537503 short=0.462497 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 06:45:00 close=0.005398
2026-09-05T07:15:12+00:00 | unclear | long=0.378670 short=0.621330 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 07:00:00 close=0.005404
2026-09-05T07:30:11+00:00 | unclear | long=0.318165 short=0.681835 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 07:15:00 close=0.005398
2026-09-05T07:45:14+00:00 | unclear | long=0.289189 short=0.710811 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 07:30:00 close=0.005392
2026-09-05T08:00:14+00:00 | unclear | long=0.734991 short=0.265009 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 07:45:00 close=0.005398
2026-09-05T08:15:08+00:00 | unclear | long=0.832149 short=0.167851 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 08:00:00 close=0.005387
2026-09-05T08:30:13+00:00 | unclear | long=0.614811 short=0.385189 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 08:15:00 close=0.005395
2026-09-05T08:45:09+00:00 | unclear | long=0.648177 short=0.351823 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 08:30:00 close=0.005413
2026-09-05T09:00:11+00:00 | unclear | long=0.742165 short=0.257835 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 08:45:00 close=0.005431
2026-09-05T09:15:12+00:00 | unclear | long=0.745270 short=0.254730 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 09:00:00 close=0.005414
2026-09-05T09:30:11+00:00 | unclear | long=0.556946 short=0.443054 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 09:15:00 close=0.005399
2026-09-05T09:45:10+00:00 | unclear | long=0.512674 short=0.487326 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 09:30:00 close=0.005396
2026-09-05T10:00:14+00:00 | unclear | long=0.466871 short=0.533129 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 09:45:00 close=0.005401
2026-09-05T10:15:11+00:00 | unclear | long=0.515780 short=0.484220 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 10:00:00 close=0.005392
2026-09-05T10:30:12+00:00 | unclear | long=0.702199 short=0.297801 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 10:15:00 close=0.005404
2026-09-05T10:45:10+00:00 | unclear | long=0.775296 short=0.224704 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-05 10:30:00 close=0.005416
