2026-09-08T00:15:09+00:00 | unclear | long=0.481577 short=0.518423 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-08 00:00:00 close=0.005435
2026-09-08T00:30:12+00:00 | unclear | long=0.590665 short=0.409335 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-08 00:15:00 close=0.005421
2026-09-08T00:45:13+00:00 | unclear | long=0.666204 short=0.333796 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-08 00:30:00 close=0.005463
2026-09-08T01:00:13+00:00 | unclear | long=0.724054 short=0.275946 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-08 00:45:00 close=0.005490
2026-09-08T01:15:10+00:00 | unclear | long=0.747702 short=0.252298 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-08 01:00:00 close=0.005485
2026-09-08T01:30:11+00:00 | unclear | long=0.695266 short=0.304734 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-08 01:15:00 close=0.005498
2026-09-08T01:45:11+00:00 | unclear | long=0.653984 short=0.346016 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-08 01:30:00 close=0.005490
2026-09-08T02:00:15+00:00 | unclear | long=0.730599 short=0.269401 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-08 01:45:00 close=0.005506
2026-09-08T02:15:12+00:00 | unclear | long=0.682697 short=0.317302 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-08 02:00:00 close=0.005513
2026-09-08T02:30:16+00:00 | unclear | long=0.617602 short=0.382397 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-08 02:15:00 close=0.005483
2026-09-08T02:45:14+00:00 | unclear | long=0.391820 short=0.608180 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-08 02:30:00 close=0.005457
