2026-09-22T00:15:07+00:00 | unclear | long=0.577637 short=0.422363 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 00:00:00 close=0.006021
2026-09-22T00:30:08+00:00 | unclear | long=0.561294 short=0.438706 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 00:15:00 close=0.006073
2026-09-22T00:45:07+00:00 | unclear | long=0.514079 short=0.485921 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 00:30:00 close=0.006106
2026-09-22T01:00:07+00:00 | unclear | long=0.504518 short=0.495482 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 00:45:00 close=0.006013
2026-09-22T01:15:05+00:00 | unclear | long=0.340188 short=0.659812 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 01:00:00 close=0.005985
2026-09-22T01:30:06+00:00 | unclear | long=0.372703 short=0.627298 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 01:15:00 close=0.006005
2026-09-22T01:45:06+00:00 | unclear | long=0.435480 short=0.564520 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 01:30:00 close=0.006020
2026-09-22T02:00:10+00:00 | unclear | long=0.376528 short=0.623472 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 01:45:00 close=0.006029
2026-09-22T02:15:05+00:00 | unclear | long=0.503008 short=0.496992 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 02:00:00 close=0.005991
2026-09-22T02:30:06+00:00 | unclear | long=0.456653 short=0.543347 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 02:15:00 close=0.005998
2026-09-22T02:45:06+00:00 | unclear | long=0.513409 short=0.486591 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 02:30:00 close=0.005990
2026-09-22T03:00:11+00:00 | unclear | long=0.544455 short=0.455545 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 02:45:00 close=0.005950
2026-09-22T03:15:09+00:00 | unclear | long=0.515634 short=0.484366 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 03:00:00 close=0.005945
2026-09-22T03:30:06+00:00 | unclear | long=0.593844 short=0.406156 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 03:15:00 close=0.006045
2026-09-22T03:45:05+00:00 | unclear | long=0.571386 short=0.428614 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 03:30:00 close=0.006021
2026-09-22T04:00:05+00:00 | unclear | long=0.812041 short=0.187959 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 03:45:00 close=0.006095
2026-09-22T04:15:09+00:00 | unclear | long=0.744822 short=0.255178 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 04:00:00 close=0.006214
2026-09-22T04:30:07+00:00 | unclear | long=0.872763 short=0.127237 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 04:15:00 close=0.006184
2026-09-22T04:45:04+00:00 | unclear | long=0.675868 short=0.324132 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-22 04:30:00 close=0.006112
